attendance,day,p_nr,p_id,notes,consent_checkbox_1,consent_checkbox_2,consent_checkbox_3,consent_checkbox_4,consent_checkbox_5,consent_checkbox_6,age,vision,hearing,naive,base_ios_john,base_ios_allen,base_ios_anna,base_pd1,base_pd2,base_ec1,base_ec2,base_pd3,base_ec3,base_pd4,base_ec4,base_pd5,base_pd6,base_ec5,base_pd7,base_ec6,base_pd8,open4,open8,open12,exercise_stren,exercise_moderate,exercise_mild,income,education,base_tpb8,base_tpb9,base_tpb4,base_nam5,base_tpb2,base_tpb12,base_tpb10,base_nam2,base_nam3,base_nam10,base_nam12,base_nam4,base_tpb3,base_tpb7,base_nam9,base_nam1,base_tpb1,base_tpb5,base_nam7,base_tpb6,base_nam8,base_tpb11,base_nam6,base_nam11,base_tpb13,base_tpb14,base_tpb15,open1,open6,open11,iri2,iri4,iri6,iri9,iri10,iri13,iri14,iri17,iri18,iri19,iri20,iri22,iri24,iri27,exercise_sweat,omsi,familiarity,liking,motivation1,motivation2,motivation4,motivation5,relationship2,identity1,experience-1,politics,motivation_other,relationship-1,identity-1,motivation3,identity5,identity3,experience1,identity-9,identity2,experience2,experience-9,relationship1,experience3,identity4,NA_count.pre,check_toofast_base,flyer,perfo_emotion1,perfo_emotion2,perfo_emotion3,perfo_emotion4,perfo_emotion5,perfo_emotion6,perfo_describe1,perfo_describe2,perfo_describe3,perfo_describe4,perfo_describe5,perfo_describe6,perfo_describe7,perfo_describe8,perfo_describe9,perfo_describe10,perfo_enjoy,perfo_interest,perfo_moved,perfo_insight,perfo_concentration,perfo_chills,perfo_tears,perfo_reengage,perfo_duration,perfo_understand_john,perfo_understand_allen,perfo_ios_john,perfo_ios_allen,perfo_ios_anna,perfo_ios_inperson,perfo_ios_remote,perfo_pd1,perfo_pd2,perfo_ec1,perfo_ec2,perfo_pd3,perfo_ec3,perfo_pd4,perfo_ec4,perfo_pd5,perfo_pd6,perfo_ec5,perfo_pd7,perfo_ec6,perfo_pd8,perfo_nam2,perfo_nam3,perfo_nam4,perfo_nam1,perfo_tpb13,perfo_tpb14,perfo_tpb15,docu_emotion1,docu_emotion2,docu_emotion3,docu_emotion4,docu_emotion5,docu_emotion6,docu_enjoy,docu_interest,docu_moved,docu_insight,docu_concentration,docu_chills,docu_tears,docu_reengage,docu_duration,docu_understand_john,docu_understand_allen,docu_understand_anna,docu_ios_john,docu_ios_allen,docu_ios_anna,docu_ios_inperson,docu_ios_remote,docu_pd1,docu_pd2,docu_ec1,docu_ec2,docu_pd3,docu_ec3,country,priorknowledge,docu_pd4,docu_ec4,docu_pd5,docu_pd6,docu_ec5,docu_pd7,docu_ec6,docu_pd8,docu_nam2,docu_nam3,docu_nam4,docu_nam1,docu_tpb13,docu_tpb14,docu_tpb15,final_tpb8,final_tpb9,final_tpb4,final_nam5,final_tpb2,final_tpb12,final_tpb10,final_nam10,final_nam12,final_tpb3,final_tpb7,final_nam9,final_tpb1,final_tpb5,final_nam7,final_tpb6,final_nam8,final_tpb11,final_nam6,final_nam11,orderpreference,caffeine,speaker,video_quality,video_fluency,camera_frame,sound_quality,base_emotion1,base_emotion2,base_emotion3,base_emotion4,base_emotion5,base_emotion6,base_ios_inperson,base_ios_remote,mailing,NA_count.event,time1,time2,time3,check_toofast1,check_tooslow1,check_toofast2,check_tooslow2,check_toofast3,check_tooslow3,donation_click,post_donation,donation_amount,order
in-person,1,24,sub-in124,NA,1,1,1,1,1,NA,48,1,1,1,1,1,1,2,2,6,6,6,6,5,6,6,5,5,4,4,4,5,4,5,2,3,4,6,6,4,4,7,6,6,3,1,5,3,1,2,5,6,4,4,4,4,4,4,6,4,4,4,1,5,5,4,1,1,1,5,1,2,5,2,4,2,1,1,5,4,3,1,1,2,4,5,4,1,2,4,5,1,1,1,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,1,4,1,2,3,1,1,Heavey,Creative,Expresssive,Moving,Transe,Different,NA,Thought provoking,Intriguing,NA,4,4,4,6,7,1,1,4,5,1,1,1,1,1,3,1,4,4,6,4,4,5,3,5,5,4,4,1,6,4,5,3,5,5,5,5,4,3,1,3,4,1,1,5,5,4,5,6,1,1,5,6,1,1,1,1,1,1,2,1,3,5,6,5,4,5,NA,2,2,6,3,2,4,1,5,3,5,3,5,5,5,5,3,4,4,7,4,4,4,4,2,3,5,4,4,4,4,4,6,4,6,7,2,0,14,NA,NA,NA,NA,NA,4,2,3,3,2,1,2,1,1,8,6.565316666666667,3.40645,3.0810833333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
in-person,1,25,sub-in125,NA,1,1,1,1,1,1,18,1,1,1,1,1,1,1,2,4,4,1,1,1,2,2,2,1,1,1,2,5,5,4,2,5,6,-9,1,2,4,6,4,4,5,4,6,3,4,4,5,5,5,3,6,5,5,5,4,4,4,4,5,4,4,4,4,4,5,4,4,3,4,3,5,4,3,3,4,5,4,2,1,3,2,5,6,1,NA,NA,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,20,FALSE,1,3,2,2,2,3,3,Tense,Different,Sort of chaotic,Somber,Loud,Hectic at times,Interesting perspective,Good use of objects,Variety of audio,Familiar rythms,4,4,3,4,6,3,1,3,4,2,3,1,1,1,2,1,2,5,5,4,3,2,3,3,3,2,1,2,3,2,6,3,5,6,4,5,4,4,2,3,2,2,2,5,4,4,4,7,3,1,3,5,2,3,2,1,1,1,2,1,4,5,5,4,3,2,NA,1,3,2,4,4,1,2,3,4,5,4,5,6,4,5,4,4,4,6,4,5,5,5,4,4,5,5,4,6,5,5,5,4,5,4,4,-1,-9,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,-9,6,6.0348,2.204466666666667,3.0473833333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
in-person,1,26,sub-in126,NA,1,1,1,1,1,1,44,1,1,1,2,5,6,4,6,6,3,5,4,6,5,5,5,5,5,6,7,5,3,4,2,1,5,6,3,4,4,7,6,6,5,3,6,2,5,5,6,6,6,4,6,6,6,5,6,6,7,6,4,6,6,6,4,2,2,4,3,3,5,5,5,2,3,1,4,5,4,1,2,2,2,1,4,NA,NA,4,NA,NA,1,NA,4,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,19,FALSE,1,2,2,3,3,3,1,Interesting,Different,Long,Repetitive,Agitating,Soothing,Chaotic,Rythmic,Stimulating,New,4,4,5,5,5,3,1,3,5,1,3,4,2,5,6,1,7,7,7,7,7,6,7,6,7,7,6,7,7,7,7,4,6,7,6,5,5,2,2,2,3,3,3,5,5,5,5,5,4,4,6,4,1,2,1,3,3,4,5,1,5,5,5,3,5,3,NA,1,4,5,5,4,2,6,5,4,7,2,7,6,6,6,6,3,4,7,7,7,6,5,6,6,7,6,6,6,5,7,7,5,7,6,6,0,2,NA,NA,NA,NA,NA,2,1,4,4,4,1,2,1,1,6,6.75615,3.5911833333333334,3.6513666666666666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
in-person,1,27,sub-in127,NA,1,1,1,1,1,1,57,1,1,1,1,1,1,2,4,3,1,5,1,4,1,4,4,1,2,2,4,3,3,4,3,0,0,6,7,3,4,6,4,5,4,4,4,4,5,5,4,5,5,4,5,4,3,4,5,4,3,3,4,4,4,4,4,2,2,4,4,5,4,4,2,1,4,1,3,4,4,3,2,3,1,1,1,1,NA,4,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE,0,4,2,2,2,1,2,Noisy,Challenging,Thought provoking,Hard,Tiring,Boring,Weird,Talent,NA,NA,4,4,3,3,4,1,1,2,6,2,2,1,1,1,2,1,2,3,4,1,2,1,2,2,2,3,1,2,4,2,5,3,3,4,2,6,4,4,2,1,1,2,2,4,3,4,4,4,1,1,1,5,1,1,1,3,2,2,3,1,5,5,5,1,5,2,NA,1,4,3,4,4,1,4,5,4,5,2,4,6,4,6,4,6,2,7,6,7,4,4,6,4,5,6,4,5,6,5,6,5,3,5,4,0,8,NA,NA,NA,NA,NA,3,2,3,3,2,1,5,1,-9,8,5.7111,4.029466666666667,3.3920166666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,20,perfo-film
in-person,1,28,sub-in128,NA,1,1,1,1,1,1,60,1,1,1,1,1,1,3,4,5,1,4,1,2,5,4,4,1,2,3,3,5,5,5,0,3,7,6,7,5,4,6,4,5,4,5,4,3,4,2,2,5,5,1,5,6,5,3,6,4,5,4,5,4,4,4,1,1,1,4,2,3,4,2,2,2,2,2,4,4,4,2,1,2,4,3,5,NA,NA,4,5,1,NA,1,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE,0,3,1,2,3,3,2,Interesting,Unusual,Rhythm,Tiring,Repetitve,Creative,Talented,Musicians,Excellent vocals,Engaging drumming,4,5,4,3,4,1,1,2,6,2,2,3,2,1,5,1,1,4,5,4,1,4,4,5,4,4,3,2,4,4,4,2,4,6,1,2,3,4,1,2,2,2,2,5,4,3,5,6,1,1,3,5,2,2,2,3,3,3,5,1,2,5,6,4,5,5,NA,2,5,6,6,6,4,3,3,3,5,2,5,6,2,3,3,6,2,6,6,6,3,4,4,4,6,6,3,6,5,3,6,4,6,4,2,-1,14,NA,NA,NA,NA,NA,3,1,3,3,4,1,4,1,-9,5,9.198033333333333,4.850216666666666,6.527116666666666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
in-person,1,29,sub-in129,didn't wear watch during 2nd half,1,1,1,1,1,1,25,1,1,1,2,2,2,4,3,5,5,4,3,3,4,4,2,3,2,5,2,5,5,3,1,2,5,2,2,6,4,4,3,5,4,4,7,2,4,5,6,7,5,4,6,6,5,5,6,5,4,4,4,4,6,4,1,2,1,4,2,3,4,3,2,2,3,2,4,4,5,2,2,2,6,5,6,1,2,4,5,NA,NA,1,5,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,1,2,2,4,3,3,1,Dynamic,Tense,Sonically pleasing,Story driven,Serious,Empathetic,Suspenseful,Intense,Intentional,Strong,7,7,5,4,4,5,2,5,4,3,4,6,6,6,5,4,3,4,5,5,3,4,2,5,2,1,5,1,6,1,7,1,7,7,6,7,5,2,2,4,3,2,1,5,5,4,4,4,3,2,3,5,3,2,3,6,6,6,6,5,5,5,6,6,4,5,NA,1,4,6,3,2,5,2,5,2,7,1,5,7,4,5,4,4,4,5,4,6,5,4,5,4,6,4,4,6,4,5,6,4,5,4,4,1,4,NA,NA,NA,NA,NA,2,1,3,3,1,1,4,2,-1,5,6.11705,3.34015,4.135916666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
in-person,1,30,sub-in130,NA,1,1,NA,NA,NA,NA,23,1,1,1,3,3,4,3,1,5,1,4,1,5,4,4,4,1,4,4,6,5,5,4,0,4,7,-9,2,5,6,7,4,6,5,4,7,2,4,6,5,6,5,5,7,6,6,5,6,5,6,5,5,4,7,6,1,1,1,5,1,3,4,4,2,1,4,1,3,5,5,2,2,2,6,1,-9,NA,NA,4,NA,NA,1,1,7,NA,1,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,21,FALSE,1,2,1,2,2,2,2,Texture,Unsettling,Moving,Powerful,Real,Hard hitting,Truth,Poetic,Contemplative,Unique,4,5,5,5,6,4,1,6,5,2,4,5,4,5,4,4,3,6,5,5,4,1,6,6,4,6,2,4,5,5,7,1,6,7,4,7,6,3,2,3,2,1,2,2,2,2,2,4,1,1,4,5,2,2,2,3,3,6,4,4,3,6,6,5,4,1,NA,1,3,6,6,6,1,3,5,6,7,1,6,7,4,7,7,6,5,7,4,6,5,5,4,5,7,6,4,7,3,5,6,5,6,4,4,0,3,NA,NA,NA,NA,NA,1,1,3,2,2,1,4,3,-1,5,5.7374,3.2121333333333335,5.6979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
in-person,1,31,sub-in131,no eyetracking data,1,1,1,1,1,NA,38,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,2,2,5,4,5,0,1,7,6,7,5,3,7,3,7,4,5,6,4,4,4,3,6,5,4,6,6,3,3,6,3,4,5,3,3,3,3,2,1,1,2,3,2,2,3,3,4,3,2,3,1,2,1,1,1,5,3,4,1,NA,4,NA,1,NA,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,1,3,2,2,1,3,1,Dreamlike,Heavy,Troubling,Impressive,Coordinated,Hopeful,Symbolic,Captivating,NA,NA,4,4,4,2,6,2,1,2,4,1,1,1,2,1,2,1,2,4,2,2,4,1,3,3,2,3,1,1,2,3,6,2,5,6,3,4,4,4,2,2,2,2,2,3,3,2,3,5,1,1,2,6,1,1,1,1,2,2,2,1,3,3,4,2,3,2,NA,NA,2,4,3,2,2,1,2,2,6,2,4,6,2,4,4,5,3,7,4,5,4,4,4,4,7,5,4,6,3,3,6,4,4,5,3,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-1,17,6.10965,3.5069166666666667,3.3198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
livestream,0,01,sub-on001,NA,1,1,1,1,1,1,42,1,1,1,1,1,1,4,6,7,6,4,4,3,7,7,5,4,4,7,7,5,4,4,4,2,1,3,4,6,6,5,4,6,5,5,7,5,7,7,6,7,5,4,6,6,4,6,6,6,7,5,6,6,6,6,5,4,3,5,1,4,5,4,3,2,4,1,4,4,4,1,3,3,2,6,6,NA,2,NA,NA,NA,1,1,6,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,3,2,4,1,2,1,Interesting,Insightful,very royal,musical,artistic,contemporary,sad,tense,hopeful,directive,6,6,5,6,6,4,2,6,5,1,1,1,1,2,1,4,6,6,7,7,6,5,4,7,7,7,6,6,7,7,6,4,6,6,6,6,6,2,2,4,1,3,1,5,5,6,7,6,5,2,5,5,1,1,1,1,1,2,1,4,7,7,7,7,4,6,South Africa,2,6,7,6,6,6,6,6,6,7,4,5,6,6,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,6,7,6,6,6,7,6,1,-9,3,7,7,7,7,3,1,3,3,3,1,1,7,1,24,3.6889166666666666,2.842233333333333,2.4811,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,film-perfo
livestream,0,02,sub-on002,lost survey data after second stream,1,1,NA,NA,NA,1,23,1,1,1,1,1,2,2,2,5,5,1,1,4,5,6,2,2,2,3,1,4,4,4,2,3,1,3,3,2,3,6,5,7,4,4,6,5,5,6,4,7,4,4,6,7,5,6,7,5,6,5,7,6,6,5,4,4,4,4,2,4,3,4,5,1,2,2,3,4,4,2,3,3,2,1,-9,NA,NA,4,NA,NA,1,NA,6,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,3,4,4,6,4,1,1,5,2,2,1,1,2,2,4,5,4,4,6,6,4,3,South Africa,1,5,5,7,5,3,4,6,2,7,4,4,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,1,3,4,1,141,7.052333333333333,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,NA,film-perfo
livestream,0,03,sub-on003,lost survey data after second stream,1,1,1,1,NA,NA,25,1,1,1,1,1,1,1,1,3,3,2,1,1,1,4,1,1,1,5,2,5,5,3,3,0,2,2,5,2,3,4,2,4,5,1,5,4,3,3,4,5,2,2,6,5,2,3,6,3,5,2,3,2,5,3,4,4,1,3,2,1,2,1,2,3,1,3,3,4,3,2,1,2,2,1,1,NA,NA,4,NA,NA,NA,1,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,3,3,1,6,6,6,5,6,4,1,3,4,3,3,3,1,1,1,1,1,5,5,6,6,2,4,South Africa,1,1,5,1,1,1,1,6,3,6,2,3,7,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,4,2,1,6,0,142,8.716066666666666,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,NA,film-perfo
livestream,0,04,sub-on004,NA,1,1,NA,NA,NA,NA,31,1,1,1,4,2,1,7,4,5,7,5,5,5,7,4,4,7,6,7,7,5,4,4,1,3,7,1,4,6,7,7,4,7,6,7,7,7,7,6,7,7,6,7,7,7,7,6,6,7,7,7,7,6,7,6,5,1,4,5,1,1,5,5,1,1,5,1,4,5,4,4,4,2,2,7,6,NA,NA,4,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,1,2,4,3,4,1,emotional,sad,thought provoking,inustice,hurt,innocent,prejudice,music,jail,poetic,7,7,7,6,7,7,7,7,3,5,7,5,4,5,7,7,7,7,7,7,7,7,6,7,7,7,7,4,6,5,7,1,6,7,6,6,5,1,3,4,4,4,1,7,6,7,7,7,7,1,7,5,6,7,3,3,3,5,7,7,7,7,7,6,6,6,South Africa,2,4,7,7,3,3,3,3,3,7,4,7,7,6,7,7,6,7,7,6,6,7,6,7,6,6,6,7,6,6,7,6,6,5,6,6,1,-9,3,6,5,7,7,1,1,4,4,4,1,5,4,1,29,3.5470166666666665,2.5471666666666666,3.7152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,film-perfo
livestream,0,05,sub-on005,NA,1,1,NA,NA,NA,1,28,1,1,1,4,3,2,4,2,2,3,1,2,4,2,2,6,4,6,5,6,4,5,5,1,3,5,2,6,3,1,7,1,5,2,1,7,5,4,1,3,5,1,1,7,4,1,5,4,1,7,1,1,2,4,1,4,4,3,3,5,5,4,4,5,4,5,2,4,4,3,5,4,2,2,1,5,NA,NA,NA,NA,NA,NA,1,5,i didn't get a ticket,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,FALSE,1,4,3,3,3,3,2,unique,creative,artistic,a bit weird,simple,enjoyable,positive,relaxing,just,smart,4,7,5,6,5,3,1,4,5,1,3,7,6,6,7,7,5,7,7,7,6,6,5,6,6,6,5,6,7,6,7,6,5,6,5,5,5,4,2,4,4,3,1,5,7,5,7,5,5,1,4,4,2,2,1,6,7,6,7,7,6,7,7,7,6,6,Germany,1,5,7,7,7,6,7,7,7,7,3,7,7,5,5,5,2,5,7,5,6,6,6,5,5,6,6,5,5,1,5,6,5,2,5,5,1,14,1,7,7,7,7,2,2,3,4,3,2,2,7,-9,25,5.019633333333333,2.6809,3.43155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,film-perfo
livestream,0,06,sub-on006,NA,1,1,NA,NA,NA,NA,24,1,1,1,1,1,1,1,3,6,7,1,7,1,7,4,3,6,3,6,4,4,5,2,2,0,5,2,5,1,6,7,2,6,6,4,2,2,5,5,3,6,4,4,5,5,2,6,6,4,2,3,4,1,6,4,4,2,2,5,1,3,4,3,3,2,4,2,2,4,5,3,3,1,2,3,3,NA,NA,4,NA,NA,NA,1,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,4,2,2,1,1,1,Shooking,Tense,Musical,Backstory,Sad,Worrying,Injustice,Timeless,Prison,Change,7,7,5,7,6,5,1,6,4,2,2,5,5,4,2,1,1,6,7,7,1,7,1,7,5,3,7,5,6,3,6,2,6,6,4,7,4,4,1,2,2,1,1,7,7,5,6,6,4,1,6,6,3,4,2,2,4,5,1,1,1,6,6,6,1,6,Portugal,1,1,6,5,1,6,4,6,3,6,2,6,6,4,7,4,1,3,7,4,6,5,5,6,5,7,4,5,7,4,6,7,4,3,5,5,1,8,2,7,7,7,7,3,1,2,3,2,1,4,1,1,31,3.2091833333333333,2.2449,4.035533333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,film-perfo
livestream,0,07,sub-on007,NA,1,1,1,1,NA,NA,23,1,1,1,1,1,2,3,4,6,4,5,1,4,5,6,7,5,6,7,5,5,5,5,2,1,4,3,4,5,6,7,4,6,3,2,7,4,4,3,6,4,4,5,5,5,4,5,6,4,5,4,5,2,7,4,3,1,2,5,5,4,4,3,4,2,3,1,4,4,5,3,4,2,4,1,-9,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,4,2,1,1,1,3,confusing,catchy,long,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,4,1,1,2,7,1,1,3,3,4,4,5,2,4,7,5,4,6,4,6,6,5,4,6,4,5,7,5,6,6,1,6,3,4,1,1,2,2,2,4,4,5,6,4,2,1,5,6,2,2,2,3,4,5,2,5,2,4,7,5,4,5,South Africa,1,2,5,5,5,4,6,6,5,6,4,7,6,1,7,4,4,4,6,3,6,4,3,4,2,5,4,3,6,4,7,7,4,5,4,4,1,-9,NA,NA,NA,NA,NA,2,1,1,4,4,1,2,4,0,42,3.8246166666666666,2.6285666666666665,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,film-perfo
livestream,0,08,sub-on008,lost survey data after second stream,1,1,1,1,NA,1,51,1,1,1,2,2,3,4,5,6,5,3,4,4,6,5,6,4,4,5,5,4,2,2,0,1,3,3,6,4,5,7,4,7,4,4,6,5,6,4,5,7,3,4,6,6,3,7,7,5,3,5,6,4,5,4,2,4,2,3,2,3,4,4,2,3,4,2,2,3,3,3,3,1,2,2,5,NA,NA,4,NA,NA,NA,1,5,though i did not buy any ticket. i will watch online,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,6,7,6,6,7,3,1,6,4,2,2,2,5,5,4,3,2,4,5,6,6,5,6,Portugal,1,4,6,6,5,5,4,6,5,6,3,5,6,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,3,2,3,0,136,4.978433333333333,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,0,NA,film-perfo
livestream,0,09,sub-on009,lost survey data after second stream,1,1,NA,1,NA,1,55,1,1,1,3,5,3,2,5,6,6,5,2,6,7,5,4,5,2,6,4,3,4,4,0,1,0,1,4,5,6,7,4,6,6,4,5,4,5,5,6,5,4,5,6,4,4,5,5,5,3,6,6,5,5,4,3,3,3,4,2,3,3,3,2,2,3,2,2,3,3,2,2,2,2,4,-9,1,NA,NA,NA,NA,1,NA,4,NA,1,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,1,23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,1,5,5,5,4,6,5,1,3,4,2,2,2,3,4,5,4,3,3,5,6,6,5,5,South Africa,1,3,5,5,5,5,4,6,6,3,4,5,6,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,1,2,3,1,138,8.962516666666666,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,NA,film-perfo
livestream,0,10,sub-on010,NA,1,1,NA,NA,NA,NA,35,1,1,1,3,3,4,6,7,7,7,6,5,6,5,6,6,3,5,4,4,5,4,4,0,0,60,2,5,5,4,7,4,7,6,4,6,5,6,5,4,6,4,5,6,6,4,4,5,6,3,5,5,5,4,5,1,3,3,5,1,2,4,3,4,2,2,2,4,4,4,1,2,1,2,1,-9,NA,NA,4,5,NA,NA,1,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,28,FALSE,NA,2,1,3,2,2,1,Amazing,Informative,surparising,sad,Enjoy,Justice system faults awarance,Wrongful convictions rate,prison sentences,Music,Hand made Music instruments,5,5,4,5,4,4,1,3,5,3,3,5,4,6,1,7,6,5,6,6,5,5,4,5,4,4,2,4,2,2,4,4,5,5,4,4,5,2,1,4,3,2,1,6,6,4,5,6,3,1,3,4,1,3,1,5,3,4,1,7,6,5,5,5,6,5,Spain,1,4,5,3,3,2,3,2,2,4,5,5,5,5,4,5,4,5,5,3,6,6,4,6,4,5,4,4,5,4,5,4,4,3,4,6,1,10,1,6,7,6,6,2,1,3,2,3,1,1,7,-9,30,6.4549666666666665,3.9930833333333333,4.788883333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,film-perfo
livestream,0,11,sub-on011,NA,1,1,NA,NA,NA,NA,21,1,1,1,4,2,1,3,2,3,2,1,1,1,2,2,1,2,1,3,2,5,5,5,1,3,0,2,2,2,5,6,3,7,4,4,6,5,5,5,3,6,1,4,5,3,1,2,5,4,2,3,4,3,2,4,5,1,1,3,5,4,4,3,2,1,3,1,2,4,5,2,2,2,2,1,2,1,NA,4,NA,NA,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,FALSE,1,4,1,3,3,2,1,vibey,focused,uncanny sounds,They didn't do it!,free,good intentions,theatre,acts,power of music,trauma,5,6,5,5,4,4,2,3,5,6,6,5,6,6,5,3,5,1,6,5,2,4,1,4,5,2,5,1,6,2,7,5,3,7,5,5,4,2,2,2,3,3,1,4,6,6,6,6,4,1,4,4,6,6,6,4,5,5,2,4,4,2,6,5,2,3,Hungary,1,2,3,5,2,6,1,6,2,6,5,3,6,5,4,4,1,3,7,3,7,5,2,5,5,7,1,3,6,1,2,5,5,2,6,5,1,-9,2,6,7,7,7,3,3,2,1,3,3,2,4,1,28,4.159716666666666,3.1287333333333334,4.664816666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,film-perfo
livestream,0,12,sub-on012,NA,1,1,NA,NA,NA,NA,22,1,1,1,2,2,3,4,5,7,7,4,5,3,5,5,5,5,3,6,4,5,3,2,0,4,2,-9,4,5,5,6,4,6,6,6,7,2,5,5,5,7,5,5,7,6,5,6,6,4,7,4,5,4,5,4,5,4,1,3,2,3,4,4,4,3,4,2,3,3,4,2,2,2,2,4,5,1,NA,4,NA,NA,1,1,6,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,2,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,5,3,5,7,4,1,1,3,3,4,1,4,6,6,7,7,7,7,3,7,1,1,7,5,7,4,7,1,5,7,4,5,4,1,1,3,3,3,1,6,6,5,4,5,4,1,6,4,2,3,1,3,3,4,1,3,5,5,7,7,5,5,South Africa,1,3,6,6,6,6,4,5,4,6,2,5,6,4,5,4,6,5,5,5,7,6,6,6,6,7,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,3,1,2,3,1,59,4.3486666666666665,2.906633333333333,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,film-perfo
