attendance,day,p_nr,p_id,notes,consent_checkbox_1,consent_checkbox_2,consent_checkbox_3,consent_checkbox_4,consent_checkbox_5,consent_checkbox_6,age,vision,hearing,naive,base_ios_john,base_ios_allen,base_ios_anna,base_pd1,base_pd2,base_ec1,base_ec2,base_pd3,base_ec3,base_pd4,base_ec4,base_pd5,base_pd6,base_ec5,base_pd7,base_ec6,base_pd8,open4,open8,open12,exercise_stren,exercise_moderate,exercise_mild,income,education,base_tpb8,base_tpb9,base_tpb4,base_nam5,base_tpb2,base_tpb12,base_tpb10,base_nam2,base_nam3,base_nam10,base_nam12,base_nam4,base_tpb3,base_tpb7,base_nam9,base_nam1,base_tpb1,base_tpb5,base_nam7,base_tpb6,base_nam8,base_tpb11,base_nam6,base_nam11,base_tpb13,base_tpb14,base_tpb15,open1,open6,open11,iri2,iri4,iri6,iri9,iri10,iri13,iri14,iri17,iri18,iri19,iri20,iri22,iri24,iri27,exercise_sweat,omsi,familiarity,liking,motivation1,motivation2,motivation4,motivation5,relationship2,identity1,experience-1,politics,motivation_other,relationship-1,identity-1,motivation3,identity5,identity3,experience1,identity-9,identity2,experience2,experience-9,relationship1,experience3,identity4,NA_count.pre,check_toofast_base,flyer,perfo_emotion1,perfo_emotion2,perfo_emotion3,perfo_emotion4,perfo_emotion5,perfo_emotion6,perfo_describe1,perfo_describe2,perfo_describe3,perfo_describe4,perfo_describe5,perfo_describe6,perfo_describe7,perfo_describe8,perfo_describe9,perfo_describe10,perfo_enjoy,perfo_interest,perfo_moved,perfo_insight,perfo_concentration,perfo_chills,perfo_tears,perfo_reengage,perfo_duration,perfo_understand_john,perfo_understand_allen,perfo_ios_john,perfo_ios_allen,perfo_ios_anna,perfo_ios_inperson,perfo_ios_remote,perfo_pd1,perfo_pd2,perfo_ec1,perfo_ec2,perfo_pd3,perfo_ec3,perfo_pd4,perfo_ec4,perfo_pd5,perfo_pd6,perfo_ec5,perfo_pd7,perfo_ec6,perfo_pd8,perfo_nam2,perfo_nam3,perfo_nam4,perfo_nam1,perfo_tpb13,perfo_tpb14,perfo_tpb15,docu_emotion1,docu_emotion2,docu_emotion3,docu_emotion4,docu_emotion5,docu_emotion6,docu_enjoy,docu_interest,docu_moved,docu_insight,docu_concentration,docu_chills,docu_tears,docu_reengage,docu_duration,docu_understand_john,docu_understand_allen,docu_understand_anna,docu_ios_john,docu_ios_allen,docu_ios_anna,docu_ios_inperson,docu_ios_remote,docu_pd1,docu_pd2,docu_ec1,docu_ec2,docu_pd3,docu_ec3,country,priorknowledge,docu_pd4,docu_ec4,docu_pd5,docu_pd6,docu_ec5,docu_pd7,docu_ec6,docu_pd8,docu_nam2,docu_nam3,docu_nam4,docu_nam1,docu_tpb13,docu_tpb14,docu_tpb15,final_tpb8,final_tpb9,final_tpb4,final_nam5,final_tpb2,final_tpb12,final_tpb10,final_nam10,final_nam12,final_tpb3,final_tpb7,final_nam9,final_tpb1,final_tpb5,final_nam7,final_tpb6,final_nam8,final_tpb11,final_nam6,final_nam11,orderpreference,caffeine,speaker,video_quality,video_fluency,camera_frame,sound_quality,base_emotion1,base_emotion2,base_emotion3,base_emotion4,base_emotion5,base_emotion6,base_ios_inperson,base_ios_remote,mailing,NA_count.event,time1,time2,time3,check_toofast1,check_tooslow1,check_toofast2,check_tooslow2,check_toofast3,check_tooslow3,donation_click,post_donation,donation_amount,order
livestream,0,13,sub-on013,lost survey data after second stream,1,1,1,1,1,NA,23,1,1,1,3,2,4,4,6,7,7,6,3,5,1,7,6,5,5,6,6,5,5,5,1,2,1,2,5,6,3,6,2,6,3,3,7,4,6,4,6,7,3,3,6,5,2,6,6,3,2,3,3,3,6,5,1,1,1,5,2,3,4,3,1,2,3,2,2,3,4,3,3,1,3,3,5,NA,NA,4,NA,NA,NA,1,5,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,1,5,6,6,7,6,4,1,5,4,3,3,3,3,3,4,1,6,1,5,6,6,4,2,South Africa,1,4,1,6,6,4,6,6,6,7,3,6,6,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,1,1,5,0,139,6.15615,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,NA,film-perfo
livestream,0,14,sub-on014,lost survey data after second stream,1,1,1,1,1,1,26,1,1,1,1,1,1,5,3,7,7,1,6,1,7,1,2,6,1,6,3,5,5,5,4,5,5,1,2,5,7,7,4,7,5,4,6,6,7,4,4,6,7,6,5,6,5,6,6,7,4,5,7,6,6,7,1,1,1,5,2,1,4,1,2,2,1,1,5,4,5,1,2,2,2,5,5,1,2,4,NA,NA,NA,NA,4,NA,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,1,6,7,7,6,5,4,1,7,4,6,6,7,2,2,3,1,3,5,4,7,7,1,7,South Africa,1,1,6,1,3,7,1,7,3,6,7,6,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,1,2,4,1,135,3.6895333333333333,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,0,NA,film-perfo
livestream,0,15,sub-on015,aborted during stream 2,1,1,1,1,1,NA,21,1,1,1,1,2,1,6,4,5,4,5,4,3,5,3,5,3,4,5,4,3,4,3,2,1,1,5,5,5,2,6,5,2,5,2,5,3,3,5,2,6,2,2,6,5,2,4,3,4,4,4,5,4,2,5,4,1,2,5,2,1,5,1,5,3,5,2,4,2,5,2,5,3,1,3,4,NA,NA,NA,NA,NA,NA,1,7,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,2,3,1,3,2,2,4,2,2,3,4,2,2,5,2,2,1,5,7,2,5,3,1,4,4,South Africa,1,6,1,4,5,2,4,6,4,6,2,5,2,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,1,1,2,1,NA,145,1.7613333333333334,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,NA,film-perfo
livestream,0,16,sub-on016,NA,1,1,NA,NA,NA,NA,25,1,1,1,4,4,4,4,5,7,7,5,4,5,7,6,6,5,4,6,5,5,5,5,3,1,1,2,6,3,6,7,4,6,5,4,6,3,6,5,6,5,3,4,5,6,5,5,5,5,4,5,5,5,6,5,1,1,1,5,1,3,4,3,3,1,3,1,4,5,5,1,3,2,6,2,3,NA,NA,4,NA,NA,NA,1,6,NA,1,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,27,FALSE,1,2,1,3,2,2,1,Vibrant,Touching,Powerfull,Talented,Innovative,Different,Strong,Moving,Breath-taking,Intense,5,6,6,6,6,4,2,4,5,1,1,5,5,4,3,5,6,5,7,7,5,4,5,7,6,6,4,6,7,5,7,2,6,7,6,6,5,2,1,3,3,1,1,4,3,2,3,6,1,1,3,3,2,2,1,4,4,4,3,5,2,5,6,7,4,3,Portugal,1,3,7,4,4,3,4,6,4,7,4,6,6,5,6,5,5,6,7,5,6,5,5,7,6,7,5,5,7,6,7,7,6,4,7,5,1,-9,1,6,7,4,6,2,1,2,3,1,1,3,5,1,27,3.5879333333333334,3.0718,4.663633333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,film-perfo
livestream,0,17,sub-on017,aborted during stream 2,1,1,NA,NA,NA,NA,40,1,1,1,1,1,1,3,2,7,5,3,4,1,7,3,2,4,3,7,2,2,2,4,2,3,4,2,6,2,5,7,2,7,3,6,7,4,5,3,6,6,2,4,5,7,4,6,5,3,6,2,6,2,4,3,4,4,3,2,3,2,3,4,4,3,2,1,4,4,4,3,3,2,2,5,5,1,NA,4,NA,NA,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,1,1,2,2,2,2,2,1,1,2,4,1,1,1,1,1,1,1,7,2,2,6,6,1,2,Portugal,2,1,7,2,1,6,3,5,1,7,5,6,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,3,3,2,1,6,NA,147,3.681033333333333,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,film-perfo
livestream,1,01,sub-on101,NA,1,1,NA,NA,NA,NA,22,1,1,1,2,1,2,2,4,6,5,5,2,2,5,6,4,3,3,3,4,5,4,4,4,5,2,-9,6,6,5,7,3,6,3,4,5,5,5,4,6,7,6,5,6,6,5,4,5,6,3,6,4,4,6,4,1,2,2,4,2,4,4,3,2,1,3,2,4,5,4,1,2,3,2,3,4,1,NA,4,NA,1,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,4,3,1,1,2,2,Heartfelt,Intense,Repetitive,Unique,Narrative,Convictional,NA,NA,NA,NA,3,4,4,2,5,4,1,2,6,6,6,2,2,1,1,1,4,3,6,6,6,2,4,6,5,6,2,2,3,5,5,4,6,6,3,6,5,4,2,2,2,2,2,3,3,2,5,4,2,1,3,5,6,6,5,1,1,3,1,1,3,3,6,5,5,4,Hong Kong,1,4,5,5,5,4,2,4,3,6,4,6,6,4,6,4,6,3,7,5,7,3,3,5,5,6,4,5,5,5,4,5,5,2,5,4,1,-9,1,6,6,5,6,3,2,2,2,1,1,1,1,NA,6,3.7902666666666667,1.8642166666666666,1.8191833333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,10,perfo-film
livestream,1,02,sub-on102,NA,1,1,NA,NA,NA,NA,24,1,1,1,2,2,2,7,7,7,7,6,1,7,6,7,6,4,3,6,6,4,3,4,0,0,5,3,6,5,5,7,5,6,6,4,7,2,5,5,4,7,4,4,7,7,4,5,5,6,5,4,5,3,3,4,4,4,4,3,3,4,4,3,2,2,3,3,2,3,2,2,2,2,3,2,4,NA,NA,4,NA,NA,1,1,5,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,1,3,3,3,3,3,2,emotive,stimulating,enlightening,memorable,different,unique,NA,NA,NA,NA,4,4,5,5,3,4,4,3,5,4,4,3,3,2,3,6,7,7,7,6,7,1,7,7,7,7,7,7,7,7,7,2,3,7,2,5,5,4,4,2,1,2,1,4,6,5,6,6,4,2,2,4,2,2,2,2,4,1,3,6,5,7,7,5,5,1,Canada,1,7,5,5,6,4,3,7,5,7,1,2,7,2,5,5,4,4,7,6,6,6,7,6,5,7,5,5,7,3,4,5,4,4,4,5,1,12,3,7,6,5,7,1,3,4,2,2,2,2,6,NA,5,4.58715,2.53955,2.0217833333333335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
livestream,1,03,sub-on103,NA,1,1,NA,NA,NA,NA,27,1,1,1,1,1,1,6,5,5,5,5,3,3,5,4,6,5,4,5,3,5,5,5,-4,-7,-7,1,4,6,6,7,4,6,5,5,7,6,5,3,4,5,5,5,5,5,4,5,4,4,3,4,5,3,3,3,5,5,4,4,1,3,4,4,2,3,3,2,3,4,4,3,2,3,4,6,5,NA,2,4,NA,1,NA,1,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,2,3,2,2,2,1,captivating,eye opener,important,entertaining,precise,informative,intelligent,proficient,great subject,worthwhile,5,6,6,5,5,4,1,3,5,3,4,2,2,1,1,4,5,4,5,5,5,6,3,5,6,5,5,4,5,3,7,6,6,5,4,4,5,3,1,2,1,2,1,5,4,6,3,5,4,1,3,6,2,2,2,3,5,3,1,4,6,3,5,6,4,3,India,1,1,6,5,4,5,4,4,2,6,3,5,6,4,4,6,1,4,6,2,6,4,4,5,2,5,1,5,6,6,6,4,5,3,6,5,1,20,3,7,6,7,7,2,1,3,3,3,1,1,4,0,1,21.575333333333333,5.69855,9.544066666666666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
livestream,1,04,sub-on104,NA,1,1,1,1,NA,1,32,1,1,1,1,1,1,3,4,6,6,4,5,6,7,6,5,6,4,6,3,5,5,4,3,5,5,4,5,7,6,7,6,7,5,5,7,3,5,5,7,7,7,6,7,7,5,4,7,5,4,5,5,6,6,6,1,2,1,5,2,5,5,5,4,2,4,2,4,4,4,2,2,2,3,2,4,NA,NA,4,NA,NA,1,NA,6,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,25,FALSE,1,3,2,3,2,3,2,Intense,Provocative,Sad,Disturbing,Exciting,Though provoking,Sympathetic,NA,NA,NA,4,5,6,6,4,6,4,3,5,2,2,3,2,2,3,2,3,4,5,5,5,5,4,5,5,5,5,5,5,5,7,3,7,7,6,6,6,3,2,2,3,2,3,6,6,6,7,6,6,7,6,5,2,2,2,4,3,3,3,3,3,5,6,6,6,6,Mexico,1,5,6,5,5,5,5,5,5,7,2,7,7,6,7,6,7,6,7,5,7,5,5,6,6,7,7,6,6,6,5,7,6,4,5,6,1,10,2,7,6,7,7,3,2,2,1,3,2,3,7,0,44,3.763133333333333,2.302766666666667,4.152466666666666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
livestream,1,05,sub-on105,NA,1,1,NA,NA,NA,NA,32,1,1,1,1,1,1,6,4,6,6,6,5,3,7,4,6,5,6,6,6,4,2,2,0,1,1,3,6,5,5,7,4,6,5,5,7,6,2,3,6,6,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,3,2,3,4,3,1,2,3,2,2,3,3,2,2,1,2,1,2,1,NA,NA,NA,NA,1,1,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,4,4,1,2,2,4,two men,show,innocent people convicted,time in jail,justice,truth,percussion,lab,study,audience,1,1,1,1,5,1,1,1,7,4,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,5,6,5,1,1,1,4,4,1,2,1,4,2,2,2,2,6,1,1,1,6,4,4,4,1,1,1,1,1,6,5,6,6,5,6,Portugal,1,6,6,6,6,4,6,4,6,6,4,5,5,1,1,1,5,5,6,5,5,5,5,2,3,5,5,5,5,6,5,5,3,3,3,3,1,-9,3,6,6,6,6,3,1,2,3,2,1,1,1,0,46,2.74365,1.9601666666666666,2.2100166666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
livestream,1,06,sub-on106,NA,1,1,NA,NA,NA,1,-1,1,1,1,1,1,1,7,5,7,6,7,1,6,6,6,6,1,5,5,5,4,3,3,0,1,5,-9,5,5,5,7,4,5,4,2,6,2,5,5,5,5,4,4,6,4,4,4,6,4,3,4,4,4,4,4,4,2,3,4,2,4,4,4,4,2,4,2,2,3,3,2,2,2,2,1,-9,NA,NA,4,NA,NA,1,1,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,FALSE,NA,4,1,1,2,1,1,repetitive,confusing,relaxing,surprising,emersive,unique,touching,NA,NA,NA,3,2,1,1,2,1,1,1,7,2,2,1,1,1,1,7,4,4,4,1,4,1,4,4,4,4,1,3,4,4,5,2,5,2,2,2,2,4,1,1,1,1,1,3,2,2,2,2,2,2,2,7,3,3,3,1,1,1,2,7,6,6,6,3,6,6,South Africa,1,4,4,4,4,4,4,4,4,6,2,2,6,6,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,2,3,4,0,1,3,5,5,5,5,2,1,1,2,2,1,2,7,-9,46,5.288516666666666,3.80945,2.7492,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
livestream,1,07,sub-on107,NA,1,1,NA,NA,NA,NA,25,1,1,1,1,2,5,2,6,5,4,1,2,1,3,4,7,2,7,2,7,3,5,5,0,5,0,1,5,2,3,5,2,6,5,6,3,1,1,2,5,3,1,1,1,4,1,2,1,2,2,1,2,1,1,1,1,5,2,4,2,1,3,5,5,2,2,1,4,5,4,1,2,3,1,1,1,NA,NA,NA,5,NA,NA,1,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,FALSE,NA,4,3,1,1,4,4,Boring,Benevolent,Thoughtful,Slow,Necessary,Helpful,Merciful,Alerting,Tenseful,Weird,1,1,1,2,1,1,1,1,7,5,2,1,1,3,1,7,1,1,1,3,7,1,1,1,4,3,2,5,2,6,6,1,7,6,2,2,1,4,1,1,1,4,4,4,5,4,5,6,2,1,3,7,2,2,1,1,3,7,4,5,2,6,4,5,3,4,Poland,1,3,3,5,2,2,6,4,3,7,1,7,7,1,1,1,4,2,5,2,3,4,3,1,1,2,1,1,1,1,1,1,2,5,4,2,0,8,2,7,7,7,7,3,3,1,1,2,4,1,4,1,48,4.4020166666666665,2.7000333333333333,4.51865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
livestream,1,08,sub-on108,NA,1,1,NA,NA,NA,NA,52,1,1,1,2,2,2,4,3,4,4,5,2,3,4,2,3,4,2,4,4,4,4,3,0,0,1,2,1,4,3,6,4,4,4,5,4,4,5,4,5,5,4,4,5,5,3,4,6,2,3,2,3,3,4,2,2,1,4,4,2,3,4,4,3,2,3,2,3,4,4,2,2,1,3,2,5,NA,2,NA,NA,NA,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,FALSE,NA,2,1,3,3,2,1,moving,intense,political,dramatic,abstract,agenda-driven,NA,NA,NA,NA,4,3,3,4,4,2,1,2,4,3,3,2,2,2,4,4,4,4,5,5,4,3,4,5,4,4,3,3,4,4,4,4,5,5,3,4,1,2,1,3,3,3,1,5,5,4,4,5,2,2,4,4,2,2,2,4,3,2,4,4,4,3,5,5,4,4,New Zealand,1,3,5,3,4,5,2,4,4,6,5,6,6,4,4,4,4,3,5,4,5,5,6,6,4,6,5,4,6,4,5,6,4,3,4,5,0,1,3,7,6,6,7,2,2,3,3,3,2,2,4,0,51,3.7998833333333333,2.8780166666666664,2.699316666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
livestream,1,09,sub-on109,NA,1,1,1,1,1,NA,32,1,1,1,2,2,1,2,3,1,1,1,1,2,4,4,1,1,1,1,1,5,5,5,2,5,0,1,1,1,7,7,1,7,7,7,7,1,1,1,7,7,1,6,7,5,1,7,4,6,7,7,1,4,5,1,1,1,1,4,1,1,5,1,2,1,1,1,5,5,3,1,1,3,3,1,-9,1,2,NA,NA,NA,NA,1,7,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,FALSE,NA,1,1,3,3,4,1,enigmatic,liberating,structured,polyrythmic,pragmatic,interesting,new,relevant,psychological,rudimentary,5,5,1,7,7,1,1,5,4,1,1,2,2,1,2,1,1,2,3,1,2,1,1,2,3,1,1,1,1,3,7,1,7,7,4,5,1,1,2,3,3,4,1,3,3,1,2,7,1,1,2,5,4,4,1,1,1,1,2,1,1,2,3,1,1,1,Mexico,1,3,3,4,1,1,2,1,1,7,1,7,7,3,4,1,6,7,7,1,7,7,7,1,4,7,1,5,5,1,7,7,1,7,1,1,1,5,2,6,5,7,7,1,1,2,3,3,1,2,1,0,43,4.880766666666666,3.5919333333333334,4.003583333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,perfo-film
livestream,1,10,sub-on110,NA,1,1,NA,NA,NA,NA,27,1,1,1,2,2,2,3,4,5,4,4,2,4,4,5,5,4,5,4,5,5,4,3,0,0,1,1,2,5,7,6,5,7,5,6,7,5,4,4,7,6,4,4,6,6,6,6,7,6,4,5,4,1,2,1,2,3,1,3,3,5,5,5,1,3,5,2,2,3,4,5,5,1,2,2,-9,NA,NA,NA,NA,NA,NA,NA,6,Prolific study,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,30,FALSE,NA,2,2,3,3,2,2,Percurssive,Unique,Attention-grabbing,Interesting,Poignant,NA,NA,NA,NA,NA,6,7,4,4,7,5,1,7,4,2,1,2,3,2,2,4,3,4,5,4,5,2,4,5,6,4,5,5,5,4,7,5,7,6,1,2,1,2,2,3,3,2,2,5,6,4,6,6,4,2,4,5,1,1,1,3,3,2,2,4,4,5,6,5,5,3,Portugal,1,5,5,6,5,5,4,5,5,7,4,7,6,4,2,1,5,7,7,6,7,5,5,1,2,6,6,5,7,6,6,6,5,5,6,4,0,0,2,7,6,3,6,2,3,2,2,2,2,1,3,0,52,3.727883333333333,2.62125,3.7834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
livestream,1,11,sub-on111,NA,1,1,1,1,NA,1,-1,1,1,1,3,2,2,6,2,4,1,5,4,4,5,6,5,4,5,3,2,5,4,4,1,3,3,3,5,3,2,5,5,7,6,5,7,2,5,7,7,5,4,5,4,7,5,7,6,5,3,4,6,4,7,5,5,4,5,3,2,1,3,4,4,4,3,2,4,3,3,2,2,2,3,3,6,NA,2,4,NA,NA,1,NA,5,NA,1,NA,3,NA,1,1,NA,1,NA,NA,NA,NA,1,22,FALSE,NA,2,2,3,3,2,2,Amazing,So sad,The music was incredible,Powerful,The play is dramatic,Darkness,The message is clear,I thought about human rights,Emotional,I love the performance,6,7,6,6,7,4,4,6,4,1,1,5,5,4,4,6,7,6,6,4,5,4,3,4,4,3,3,5,6,5,7,5,5,5,5,7,5,3,1,2,2,2,3,6,6,5,6,7,NA,2,5,5,2,1,1,5,6,5,2,7,7,6,7,6,6,6,Mexico,1,3,6,6,5,4,7,6,5,7,5,5,6,6,7,6,5,3,6,7,7,6,7,7,6,7,6,7,7,5,6,7,6,3,6,7,1,7,2,7,7,7,6,2,1,3,3,1,2,3,6,1,38,11.121216666666667,5.033933333333334,6.5277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
livestream,1,12,sub-on112,NA,1,1,NA,NA,NA,1,23,1,1,1,6,7,3,5,7,7,7,1,5,3,7,7,7,4,7,7,4,5,5,5,3,5,3,2,5,1,7,7,5,7,7,7,7,3,7,6,7,7,7,5,7,7,7,7,7,7,6,6,7,7,7,7,1,1,1,5,1,2,5,2,5,1,4,1,5,5,5,1,5,2,3,3,6,NA,2,4,NA,NA,NA,1,7,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,1,3,1,4,3,4,1,Incredible,Amazing,Interesting,Captivating,Engaging,Memorable,NA,NA,NA,NA,7,7,7,7,6,3,1,7,5,4,3,4,6,6,3,1,7,7,7,7,7,7,7,7,7,4,3,6,6,4,7,3,7,7,7,7,7,4,1,4,2,3,1,7,7,7,7,7,4,7,7,4,5,3,1,4,5,6,2,1,1,4,7,7,7,5,South Africa,1,1,7,7,7,2,7,7,2,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,-9,3,7,7,7,7,1,1,4,4,4,1,3,7,1,46,3.2882666666666664,2.385466666666667,2.968366666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,NA,perfo-film
livestream,1,13,sub-on113,NA,1,1,1,NA,NA,NA,28,1,1,1,2,2,2,2,5,6,5,2,4,2,6,6,3,2,4,6,4,5,4,4,4,5,3,1,4,5,6,6,3,6,6,6,5,4,4,5,5,6,4,5,5,5,3,4,5,4,3,5,4,4,6,5,2,2,2,2,2,2,4,3,3,4,3,2,3,3,4,2,2,3,3,3,4,NA,2,4,NA,NA,NA,NA,5,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,28,FALSE,NA,2,3,2,2,3,2,alarming,heart-breaking,desperation,anguish,maddening,truth is like a knife,life is sometimes unfair,anxious and discorncerted,hopeless,fight or give up,5,4,4,5,4,5,4,3,5,3,2,3,3,4,3,3,3,5,5,5,4,3,5,5,5,5,4,5,4,5,5,4,5,6,4,6,5,3,2,3,2,2,2,6,5,5,6,5,5,3,4,4,1,1,1,4,6,5,4,4,1,3,6,6,6,6,Mexico,1,5,6,6,5,5,4,6,4,6,3,6,7,5,6,5,3,5,7,5,5,6,5,3,4,6,4,5,5,4,6,5,4,6,5,5,1,9,1,6,7,5,7,2,2,3,3,2,1,2,3,0,45,6.970883333333333,4.443866666666667,7.604633333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,NA,perfo-film
livestream,1,14,sub-on114,NA,1,1,1,1,1,1,56,1,1,1,3,3,4,1,5,6,5,2,6,5,6,4,4,6,6,6,4,4,4,5,0,5,3,3,5,6,6,7,6,7,5,4,7,4,5,5,5,7,6,5,7,6,6,6,5,5,6,5,6,6,6,5,2,2,2,5,2,4,5,4,4,1,4,1,4,5,4,2,2,2,2,5,6,NA,NA,4,NA,NA,1,1,6,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE,NA,3,1,3,3,3,1,alternative,Progressive,Thought-provoking,Interesting,Informative,Unusual,Repetitive,Consiousness,NA,NA,4,6,4,5,7,2,1,5,5,2,2,5,4,5,3,5,3,5,6,5,5,5,5,6,5,5,6,6,6,4,7,3,5,6,6,6,5,4,2,2,2,3,2,5,6,5,6,7,1,1,6,4,1,1,1,4,4,5,3,4,5,6,7,7,5,6,Mexico,1,5,7,5,4,7,4,6,3,7,3,5,6,6,7,5,6,6,7,5,6,5,5,5,5,7,5,4,6,4,5,6,4,6,5,4,0,5,3,6,7,4,6,1,1,3,3,4,1,3,5,0,42,5.416933333333334,3.4148666666666667,5.4596833333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,perfo-film
livestream,1,15,sub-on115,aborted at intermission,1,1,1,NA,NA,1,21,1,1,1,1,1,1,2,5,3,2,4,1,2,2,4,4,1,1,1,4,4,4,4,2,1,1,3,4,5,5,5,3,5,5,5,2,2,4,4,6,6,6,6,6,6,6,6,6,3,7,3,6,3,4,3,2,2,2,3,2,3,4,4,4,4,4,2,3,4,4,3,4,2,3,3,5,1,NA,NA,NA,NA,1,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,5,1,5,4,2,3,2,2,1,1,1,2,3,3,2,2,2,3,3,4,4,3,3,4,4,6,2,6,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,1,2,NA,162,2.978683333333333,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,NA,perfo-film
